county,lat,lng
St. Joseph,41.9144,-85.5278
Crawford,35.5881,-94.2428
Rutland,43.5801,-73.0364
Pittsylvania,36.8213,-79.3971
Herkimer,43.4192,-74.9624
Lincoln,39.058,-90.96
Bradford,41.7887,-76.5154
Otter Tail,46.4088,-95.708
Van Zandt,32.5637,-95.8365
Washington,44.2736,-72.6148
Otsego,42.6338,-75.0326
Washington,39.4553,-81.4953
Mercer,37.4055,-81.1114
Lyon,39.0206,-119.189
Sampson,34.9916,-78.3714
Kenai Peninsula,60.2654,-151.5651
Blount,33.9809,-86.5674
Newton,36.9055,-94.3393
Pike,41.332,-75.0338
Sandusky,41.3562,-83.1464
Russell,32.2884,-85.1849
Pickaway,39.6419,-83.0244
Autauga,32.5349,-86.6427
Lowndes,33.4729,-88.4433
Huron,41.1463,-82.598
Box Elder,41.521,-113.0821
Oxford,44.4999,-70.7566
Columbia,43.4666,-89.3337
Carson City,39.1511,-119.7476
Genesee,43.0009,-78.1937
Pike,37.4691,-82.3958
Coffee,35.4906,-86.0748
Anderson,31.8133,-95.6525
Iron,37.8592,-113.2895
Jefferson,39.3076,-77.8628
Lawrence,38.5984,-82.5368
Windsor,43.5799,-72.5862
Maverick,28.7426,-100.3145
Gordon,34.5032,-84.8759
Acadia,30.2906,-92.412
Waller,30.0108,-95.9876
Putnam,38.5086,-81.909
Scott,38.2916,-84.5839
Colbert,34.7005,-87.8049
Vermilion,29.8465,-92.3242
Hawkins,36.4412,-82.9447
Chisago,45.5025,-92.9083
Hardin,30.3324,-94.3902
Pearl River,30.7688,-89.5896
Carter,36.2928,-82.1275
Taney,36.6548,-93.0411
Cherokee,35.0481,-81.6206
Marion,39.51,-80.2434
Lafayette,34.3568,-89.485
La Plata,37.2866,-107.8433
Hancock,44.6648,-68.3583
Eagle,39.6278,-106.6953
Whiteside,41.7562,-89.9141
Campbell,37.2053,-79.0966
Loudon,35.7348,-84.3119
Grady,35.0169,-97.8841
Camden,30.9306,-81.6699
Lenoir,35.2388,-77.6413
Seneca,41.1239,-83.1277
Jefferson,36.051,-83.4463
Tuolumne,38.0276,-119.9548
Franklin,36.992,-79.8811
Dickson,36.149,-87.3567
Watauga,36.2311,-81.6964
Saline,38.7838,-97.65
Johnson,38.7441,-93.8064
Washington,36.7244,-81.9598
Roane,35.8479,-84.5232
Pulaski,37.8246,-92.2076
Elko,41.1458,-115.3577
Coffee,31.4027,-85.9882
McMinn,35.4248,-84.6175
Boone,42.3231,-88.8234
Gila,33.7997,-110.8116
Jessamine,37.872,-84.5809
Fulton,43.1138,-74.4222
Tuscola,43.4641,-83.4167
Jackson,37.7851,-89.3821
Columbia,45.9438,-123.0883
Navarro,32.047,-96.4725
Worcester,38.2128,-75.334
Culpeper,38.486,-77.9558
Kerr,30.0615,-99.35
Rusk,32.1077,-94.7618
Warren,41.3343,-93.5615
Grundy,41.2851,-88.4185
Jackson,34.7795,-85.9994
Hoke,35.0175,-79.2373
Washington,36.7152,-95.9044
Ashland,40.846,-82.2707
Madison,43.7841,-111.6592
Calumet,44.0816,-88.2181
St. Charles,29.9055,-90.3582
St. Martin,30.1291,-91.6083
Grant,42.8675,-90.7062
Waupaca,44.4705,-88.9648
Harrisonburg,38.4362,-78.8735
Darke,40.1333,-84.6194
Nye,38.0422,-116.4719
Ogle,42.0426,-89.3207
Cass,41.9154,-85.9935
Franklin,38.2391,-84.8771
Medina,29.3557,-99.1101
Oktibbeha,33.425,-88.8793
Wayne,41.6487,-75.3033
Columbus,34.2657,-78.655
Cherokee,31.837,-95.1652
Henry,36.6828,-79.874
Dearborn,39.1452,-84.9732
Carroll,43.8738,-71.2031
Bristol,41.7173,-71.284
Somerset,45.5139,-69.9589
Polk,30.7927,-94.83
Bedford,35.5138,-86.4589
Venango,41.401,-79.758
Gibson,35.9966,-88.9326
Wilson,29.174,-98.0866
Lincoln,44.642,-123.8682
Queen Anne's,39.068,-76.0202
Lamar,33.6672,-95.5712
Newaygo,43.5542,-85.8009
Buffalo,40.8552,-99.075
Franklin,44.8576,-72.9131
Logan,35.9193,-97.4433
Winona,43.9869,-91.7792
Knox,40.9318,-90.2132
Burnet,30.7884,-98.1823
Montgomery,42.9023,-74.4397
Douglas,38.9123,-119.6162
Dale,31.4318,-85.611
Laurens,32.4636,-82.9222
Atascosa,28.8935,-98.5272
Duplin,34.9365,-77.933
Henry,41.3531,-90.1314
St. Mary,29.7207,-91.4486
Fremont,38.4731,-105.4395
Edgecombe,35.9129,-77.5971
Henry,39.9311,-85.3964
Halifax,36.2574,-77.6517
Le Flore,34.9003,-94.7034
Vernon,31.1083,-93.1843
Tioga,42.1703,-76.3063
Curry,34.5742,-103.347
Lincoln,32.6016,-92.6649
Bingham,43.2166,-112.3981
Boyd,38.3596,-82.6878
Carter,34.2509,-97.2858
Shelby,40.3316,-84.2048
Shelby,38.2155,-85.1948
Greene,42.2765,-74.1227
Bonner,48.3,-116.6011
Crittenden,35.2057,-90.3078
Santa Cruz,31.5259,-110.8465
Jackson,30.7954,-85.2155
Goodhue,44.4097,-92.7229
Val Verde,29.8929,-101.1517
Bedford,40.0065,-78.4903
Franklin,44.5929,-74.3038
Noble,41.3986,-85.4175
Cherokee,35.9067,-94.9997
Allegany,42.2574,-78.0276
Whitman,46.9012,-117.523
Chenango,42.4935,-75.6116
Coles,39.5203,-88.2217
Chambers,29.7384,-94.61
Campbell,44.2482,-105.5482
Nelson,37.8052,-85.466
Stevens,48.3991,-117.8552
Cortland,42.595,-76.0703
Barron,45.4237,-91.8483
Bryan,33.9623,-96.2598
Monroe,35.4427,-84.2527
Clinton,41.898,-90.532
Habersham,34.631,-83.5311
Charlottesville,38.0375,-78.4855
Beltrami,47.9738,-94.9377
Auglaize,40.5609,-84.2217
Jackson,38.9064,-86.0375
Monroe,43.9457,-90.6178
Marshall,41.3248,-86.2618
Mifflin,40.6104,-77.617
Caldwell,29.8368,-97.6199
Logan,40.3885,-83.7658
Hancock,30.4165,-89.489
Osage,36.6292,-96.3985
Greene,36.1175,-90.5589
Perry,40.3984,-77.2623
Windham,42.9906,-72.7139
Colquitt,31.1884,-83.7688
Hillsdale,41.8878,-84.5929
Calaveras,38.2046,-120.5541
Thomas,30.8637,-83.9193
Washington,30.8533,-90.0405
Kendall,29.9447,-98.7115
Wood,32.7864,-95.3821
Hopkins,37.3088,-87.5408
Dunn,44.9466,-91.8964
Chilton,32.8479,-86.7188
Polk,45.4614,-92.4414
Lawrence,38.8412,-86.4835
Itasca,47.5095,-93.6319
Bryan,32.0145,-81.4436
Shelby,39.5237,-85.7917
Macoupin,39.261,-89.9245
Ravalli,46.0817,-114.1207
Phelps,37.8772,-91.7923
Branch,41.9161,-85.059
Henderson,37.7958,-87.5729
Beaufort,35.494,-76.8598
Stokes,36.4019,-80.2397
Delaware,42.1981,-74.9665
McDowell,35.6817,-82.0493
Washington,33.2839,-90.9474
Callaway,38.8355,-91.926
Barren,36.9656,-85.9337
Stephenson,42.3518,-89.6623
Kittitas,47.1244,-120.6798
Lawrence,35.2173,-87.3956
Warren,32.3573,-90.852
Shenandoah,38.8583,-78.5708
Jefferson,41.1282,-78.9994
Holmes,40.5612,-81.9293
Huntingdon,40.4169,-77.9812
Douglas,46.4329,-91.9162
Siskiyou,41.5927,-122.5404
St. Bernard,29.8691,-89.5549
Madison,39.8942,-83.4005
Suwannee,30.1956,-82.9915
Kay,36.818,-97.1439
Baldwin,33.0693,-83.2495
Pittsburg,34.9239,-95.7484
Gadsden,30.5795,-84.6136
Brown,38.9338,-83.8673
Kandiyohi,45.1524,-95.0047
Dubois,38.3643,-86.8798
Chesterfield,34.6398,-80.1587
Sullivan,43.3613,-72.2221
DeKalb,41.3976,-84.9991
Highland,39.1847,-83.601
Levy,29.3184,-82.7434
Camden,38.027,-92.766
Douglas,47.7361,-119.6918
Richmond,35.0059,-79.7479
Stephens,34.4856,-97.8515
Pettis,38.7283,-93.2851
Coffee,31.5493,-82.8492
Davie,35.9291,-80.5445
Polk,34.0018,-85.1881
Franklin,35.1551,-86.0922
Cerro Gordo,43.0816,-93.2608
Muscatine,41.4839,-91.1127
Union,40.963,-77.0622
Montrose,38.4022,-108.2693
Erath,32.2363,-98.2179
Miller,33.3124,-93.8921
Prince George,37.1865,-77.2242
Manassas,38.7479,-77.4838
Fulton,41.6018,-84.1301
Summit,40.8683,-110.9557
Danville,36.5831,-79.4088
Vance,36.3649,-78.4079
McClain,35.0093,-97.4443
Jackson,35.2876,-83.1408
Okanogan,48.5488,-119.7408
Mercer,40.5399,-84.6294
Butler,36.7164,-90.4066
Fayette,35.1971,-89.4144
Ohio,40.0969,-80.6189
Nez Perce,46.3268,-116.7502
Pierce,44.7194,-92.4224
Sweetwater,41.6595,-108.8796
Clinton,39.4149,-83.8084
St. John the Baptist,30.1264,-90.4709
Oconee,33.835,-83.4371
Crawford,40.8508,-82.9198
Cooke,33.6393,-97.2126
Marinette,45.3834,-88.0337
Baxter,36.2872,-92.3369
Wharton,29.2779,-96.2221
Gratiot,43.2927,-84.6049
Benton,45.6991,-93.9988
Upshur,32.7363,-94.9415
Isanti,45.5615,-93.2951
Tallapoosa,32.8624,-85.7975
Tift,31.4574,-83.5266
Clatsop,45.995,-123.6557
Tioga,41.7722,-77.2543
Cheatham,36.2611,-87.0868
Warren,35.6787,-85.7785
Preble,39.7415,-84.648
Shawano,44.7892,-88.7654
Warren,38.9087,-78.2085
Delaware,36.4082,-94.8026
Sanilac,43.4236,-82.8203
Knox,44.141,-69.1686
Amador,38.4464,-120.6511
Fayette,38.0288,-81.0811
McKean,41.8076,-78.569
Pasquotank,36.2955,-76.2843
Tazewell,37.125,-81.5606
Ottawa,41.5379,-83.1435
LaGrange,41.6426,-85.4265
Mississippi,35.7624,-90.0522
Wyoming,42.7024,-78.2245
Rio Arriba,36.5096,-106.6931
Orleans,43.2521,-78.2312
Mecosta,43.6408,-85.3246
Pike,31.1749,-90.4042
Mower,43.6715,-92.7525
Murray,34.7884,-84.7481
Marshall,42.0358,-92.9988
Howell,36.774,-91.8865
Hendry,26.5535,-81.1659
Latah,46.8162,-116.7117
Okeechobee,27.3864,-80.8886
Snyder,40.7698,-77.0702
Waldo,44.5028,-69.1454
Harrison,38.1951,-86.1114
Sequoyah,35.4953,-94.7552
Avoyelles,31.0763,-92.0014
Fremont,43.0405,-108.6304
Campbell,36.4035,-84.1494
Mayes,36.3019,-95.2307
Webster,37.2809,-92.8759
Person,36.39,-78.9718
Douglas,45.9338,-95.4535
Williams,48.3437,-103.4802
Jim Wells,27.7314,-98.0899
Oconto,45.0264,-88.2697
Crawford,37.5073,-94.8518
Wayne,38.1459,-82.427
Isle of Wight,36.8912,-76.7259
Gloucester,37.416,-76.5434
Des Moines,40.9232,-91.1815
Union,33.1713,-92.5972
Champaign,40.1377,-83.7696
Colleton,32.8637,-80.667
Susquehanna,41.8214,-75.8007
Warren,41.8145,-79.2741
Graham,32.9326,-109.8875
Woodford,40.7883,-89.2113
Guernsey,40.052,-81.4943
Dallas,32.326,-87.1065
Defiance,41.3239,-84.4905
Brown,45.5898,-98.3516
Lawrence,37.1064,-93.833
Finney,38.0443,-100.737
Brown,31.7742,-98.9998
Pontotoc,34.728,-96.6844
Louisa,37.9786,-77.963
Scott,37.053,-89.5686
Montgomery,40.0404,-86.8933
Newberry,34.2898,-81.6001
Independence,35.7416,-91.5697
Clinton,41.234,-77.6385
Cass,40.7615,-86.346
Franklin,37.9923,-88.9242
Jasper,41.686,-93.0538
Oneida,45.7056,-89.5218
Talbot,38.7714,-76.0971
Boone,36.3086,-93.0915
Marion,38.6496,-88.919
Covington,31.2485,-86.4513
Albany,41.6545,-105.7238
Clarion,41.1924,-79.421
Natchitoches,31.7234,-93.0962
Addison,44.0309,-73.1408
Houghton,46.8976,-88.6875
Steele,44.0223,-93.2261
Calloway,36.621,-88.2723
Bennington,43.0354,-73.0932
Essex,44.1172,-73.7726
Yadkin,36.1605,-80.6652
Dodge,41.5779,-96.654
Dare,35.7824,-75.7988
Macon,35.1505,-83.4222
Green,42.68,-89.6022
Jefferson,38.3005,-88.924
Hopkins,33.1496,-95.564
Clinton,38.6065,-89.4225
Webster,42.4279,-94.1818
Williams,41.5603,-84.5882
Putnam,39.6663,-86.845
Okmulgee,35.6466,-95.9643
Clark,37.9708,-84.1474
Sagadahoc,43.9598,-69.8546
Delta,45.9193,-86.9241
Dyer,36.0592,-89.4136
Webster,32.7135,-93.335
Escambia,31.1261,-87.1616
McLeod,44.8236,-94.2724
Graves,36.7231,-88.6512
Huntington,40.8292,-85.4881
Chippewa,46.3053,-84.578
Whitley,36.7581,-84.1452
Coshocton,40.3017,-81.9201
Orange,38.2461,-78.014
Beauregard,30.6486,-93.3432
Alexander,35.921,-81.177
Carlton,46.5924,-92.677
Matagorda,28.8212,-96.011
Geary,39.0024,-96.7525
Cocke,35.9254,-83.1212
Knox,38.6891,-87.418
Hill,31.9907,-97.1324
Wise,36.9752,-82.6212
Laclede,37.6583,-92.5903
Fannin,33.5938,-96.1069
Scotts Bluff,41.8506,-103.708
Miami,40.7695,-86.045
Uintah,40.1248,-109.5186
Ware,31.0538,-82.4237
Greenup,38.5457,-82.9223
Adams,40.7457,-84.9366
Sioux,43.0826,-96.1779
Washington,30.2145,-96.4034
Greene,39.8538,-80.2229
Floyd,37.5571,-82.7457
Livingston,40.8916,-88.5577
Warren,38.7646,-91.1607
Madison,41.9167,-97.6008
Lincoln,44.0665,-69.5434
Perry,39.7372,-82.2361
Lincoln,35.1405,-86.589
Silver Bow,45.9024,-112.6567
Wapello,41.0306,-92.4095
Becker,46.9346,-95.674
Morrow,40.5241,-82.7941
Wasatch,40.3308,-111.1682
Harris,32.736,-84.9089
Monroe,38.2785,-90.1773
Lincoln,31.5324,-90.454
Alcorn,34.8808,-88.5803
Clark,44.7347,-90.6121
Barry,36.7099,-93.8291
Cowley,37.2377,-96.8375
Brookings,44.3697,-96.7905
Chambers,32.9143,-85.392
Effingham,39.0598,-88.5899
Marshall,35.4689,-86.765
Lincoln,41.0477,-100.7453
Steuben,41.6439,-85.0009
Howard,32.3062,-101.4356
Taos,36.5783,-105.631
Putnam,41.0221,-84.1317
Nicollet,44.3499,-94.2475
Miami,38.5635,-94.8381
Whitley,41.1394,-85.5051
DeSoto,27.1864,-81.8095
Scotland,34.8409,-79.4804
Lee,41.7461,-89.3003
Platte,41.5713,-97.5211
Ford,37.6917,-99.888
Preston,39.4693,-79.6682
Monroe,33.8923,-88.4805
Emmet,45.5202,-84.8904
Morrison,46.0126,-94.2684
Halifax,36.7669,-78.9366
Marshall,34.7623,-89.5031
Harvey,38.0432,-97.4272
Christian,39.5458,-89.2773
Pulaski,37.0636,-80.7144
Wexford,44.3383,-85.5785
Botetourt,37.5571,-79.8124
Lincoln,35.703,-96.8809
Wakulla,30.1673,-84.4007
Fulton,40.4728,-90.2075
Seneca,42.781,-76.8238
Marion,41.3344,-93.0994
Lee,40.642,-91.4793
Pickens,34.4643,-84.4656
Lumpkin,34.5722,-84.0027
Accomack,37.7644,-75.6334
Daviess,38.7024,-87.072
Caroline,38.8717,-75.8316
Petersburg,37.2043,-77.3913
Bureau,41.4041,-89.5287
Morton,46.716,-101.2811
Panola,34.3639,-89.9506
Transylvania,35.2021,-82.7982
Hot Spring,34.3177,-92.9461
Lawrence,34.5217,-87.311
Jefferson,38.7858,-85.4386
Jasper,41.023,-87.1161
Jasper,30.744,-94.0251
Rhea,35.6087,-84.9244
Clinton,40.3017,-86.4751
Gibson,38.3119,-87.5846
Jefferson,47.7486,-123.5964
Pike,31.8027,-85.9409
Greenbrier,37.947,-80.453
Stark,46.8107,-102.6551
Lee,31.7796,-84.1412
Weakley,36.2983,-88.7178
Morgan,39.7156,-90.2015
Lafayette,39.0655,-93.7854
Jackson,39.0197,-82.6184
Dorchester,38.4829,-76.0125
Hale,34.0705,-101.8269
Logan,37.8315,-81.9353
Evangeline,30.7289,-92.406
Henry,36.3318,-88.3013
Jefferson Davis,30.2677,-92.8141
Lyon,38.4562,-96.1526
Chester,34.692,-81.1595
Juneau,58.4546,-134.1733
Claiborne,36.4859,-83.6604
Franklin,34.4417,-87.8437
Polk,37.6165,-93.4005
Lassen,40.6736,-120.5943
Marshall,36.8835,-88.3294
Malheur,43.1934,-117.6232
Gilmer,34.6912,-84.4556
Lake,47.6459,-114.0894
Huron,43.8333,-83.019
Montgomery,37.1925,-95.7429
Coos,44.6896,-71.3056
Amherst,37.6048,-79.1451
Jefferson,43.8201,-112.3113
Stone,36.7469,-93.456
Titus,33.2166,-94.9657
Pontotoc,34.2254,-89.0374
Caroline,38.0267,-77.3471
Sheridan,44.79,-106.8792
Delta,38.8614,-107.8629
Clarendon,33.6658,-80.2164
Adams,40.5245,-98.5012
Polk,47.7739,-96.4019
Washington,45.0307,-67.6287
Wabash,40.8457,-85.794
McCurtain,34.1154,-94.7713
Clare,43.9879,-84.8478
Bee,28.4174,-97.7412
Summit,39.6342,-106.1164
Greene,39.0364,-86.9621
Elk,41.4251,-78.6491
Williamsburg,33.6199,-79.7277
Kleberg,27.4337,-97.7273
Freeborn,43.6738,-93.3488
Vernon,43.5939,-90.8344
Muhlenberg,37.2158,-87.142
Bolivar,33.7971,-90.8806
Trempealeau,44.304,-91.3585
Obion,36.3582,-89.1488
Hardin,40.6616,-83.6595
Boyle,37.6244,-84.8668
Marshall,39.8606,-80.6634
Powhatan,37.5502,-77.9152
Ottawa,36.8355,-94.8104
Caledonia,44.4647,-72.1021
Randolph,38.0521,-89.8252
Austin,29.887,-96.2779
Madison,34.1278,-83.209
Mecklenburg,36.6804,-78.3627
Giles,35.2021,-87.0348
Cass,46.9496,-94.3254
Wayne,31.5515,-81.9168
Iberville,30.2586,-91.3495
Knox,36.8906,-83.854
Haralson,33.7942,-85.211
McPherson,38.3917,-97.648
Door,44.9464,-87.3142
Meade,44.5668,-102.7169
Schoharie,42.5882,-74.4421
Meade,37.9698,-86.217
Park,44.5205,-109.5879
Franklin,44.974,-70.444
Bladen,34.6146,-78.5637
Smyth,36.8438,-81.537
Jasper,32.4374,-81.0317
Grimes,30.5435,-95.9855
Orange,44.0056,-72.3768
Adams,31.4829,-91.3535
Sumter,32.0399,-84.197
Gallia,38.8248,-82.3169
Marion,34.0801,-79.3625
Marion,34.1366,-87.8871
Mason,43.9952,-86.25
Carroll,36.7316,-80.7339
Pine,46.1208,-92.7413
Decatur,30.8783,-84.5791
Morgan,40.2626,-103.8097
Ripley,39.1035,-85.2624
Neshoba,32.7535,-89.1176
Ellis,38.9147,-99.3173
Alpena,45.0348,-83.6282
Hancock,40.5219,-80.5739
Fayette,39.5599,-83.4561
Cherokee,35.1339,-84.0635
Garrett,39.5289,-79.2729
Marion,35.1293,-85.6221
Van Wert,40.8554,-84.5861
Sanpete,39.3739,-111.5763
Le Sueur,44.3714,-93.7301
Elmore,43.354,-115.4693
Glenn,39.5981,-122.3919
Stoddard,36.8556,-89.9443
Cass,33.0775,-94.3435
Currituck,36.405,-76.0079
Palo Pinto,32.7532,-98.313
Marion,39.8059,-91.6224
Lincoln,45.3374,-89.7346
Codington,44.9779,-97.1886
Custer,35.6388,-99.0015
Jones,33.0251,-83.5605
Carroll,35.9732,-88.4503
Carroll,36.341,-93.5382
Montgomery,39.231,-89.4789
Monroe,33.0139,-83.9187
Wythe,36.9171,-81.0787
Fredericksburg,38.2992,-77.4872
Dillon,34.3915,-79.3789
Copiah,31.8693,-90.4488
Montgomery,38.0335,-83.9131
Dunklin,36.2721,-90.0909
Wells,40.7293,-85.2212
White,34.6464,-83.7471
Perry,37.2443,-83.2215
Washington,38.6,-86.1053
Hocking,39.4971,-82.4792
Winchester,39.1735,-78.1746
Tate,34.6503,-89.9448
Dinwiddie,37.0759,-77.6323
Peach,32.5688,-83.8269
Logan,40.1245,-89.3675
Grant,32.7389,-108.3824
Randolph,38.7747,-79.8758
Baker,30.3311,-82.2846
Scott,32.4064,-89.5376
Leflore,33.5505,-90.3011
Union,34.4905,-89.0038
Jackson,38.8344,-81.6748
Henderson,35.6542,-88.388
Bradford,29.95,-82.1687
San Jacinto,30.5795,-95.1669
Upson,32.8813,-84.2994
Jennings,38.9969,-85.628
Henry,41.3339,-84.0682
Adams,38.8455,-83.4721
Logan,36.8597,-86.8789
Yazoo,32.7803,-90.3964
Del Norte,41.7431,-123.8972
Orleans,44.829,-72.2436
Fluvanna,37.8419,-78.2773
White,35.9264,-85.4552
West Baton Rouge,30.4636,-91.3127
McDonough,40.4562,-90.6779
Dawson,34.4443,-84.1706
Tillamook,45.4636,-123.7126
San Miguel,35.4805,-104.8158
Cibola,34.9125,-107.9997
Union,34.6895,-81.6191
Pike,39.0773,-83.0668
Iroquois,40.7473,-87.8243
King George,38.2733,-77.1572
Mineral,39.4147,-78.9438
Gillespie,30.3181,-98.9465
Toombs,32.1216,-82.3312
Caddo,35.1744,-98.3751
Woodford,38.0424,-84.7436
Hardin,35.1987,-88.1845
De Soto,32.0554,-93.7373
Carroll,40.5796,-81.0897
Ashe,36.4341,-81.5003
Cass,40.9097,-96.1409
Stephens,34.554,-83.2932
Oceana,43.641,-86.2675
Boone,42.0365,-93.9316
Juneau,43.9246,-90.1138
Lewis,43.7851,-75.4486
Mille Lacs,45.938,-93.6301
Carter,38.3182,-83.0495
Geneva,31.0951,-85.8391
Wasco,45.16,-121.1678
Harlan,36.8569,-83.218
Marlboro,34.602,-79.6786
Grayson,37.4608,-86.3439
Elbert,39.2865,-104.1357
Decatur,39.307,-85.5011
Clay,39.3928,-87.1158
Union,45.3102,-118.0088
Wyoming,41.5184,-76.0164
Edgefield,33.7722,-81.9664
Charlevoix,45.2995,-85.124
Hart,34.3509,-82.9642
Grady,30.8747,-84.2345
Montezuma,37.3386,-108.5966
Taylor,37.3665,-85.3279
Lawrence,44.3586,-103.7923
Lamoille,44.607,-72.6419
Franklin,38.5645,-95.2859
Dickinson,46.0092,-87.8703
Johnson,35.5697,-93.4602
McNairy,35.1755,-88.5636
Simpson,31.9132,-89.9195
Brown,44.2421,-94.7276
Sunflower,33.6023,-90.5886
Montgomery,35.3325,-79.9055
Garvin,34.7046,-97.3093
Russell,36.9339,-82.0954
Cheboygan,45.4463,-84.4999
Benton,42.0802,-92.0657
Plymouth,42.7378,-96.2141
Staunton,38.1593,-79.0611
Payette,44.0068,-116.7608
Hardee,27.4927,-81.81
Butts,33.2879,-83.9572
Hardeman,35.2068,-88.9931
Mason,38.7697,-82.0266
Pottawatomie,39.379,-96.3424
Barton,38.479,-98.7565
Gladwin,43.9907,-84.3883
Morehouse,32.8202,-91.8018
Fannin,34.8641,-84.3198
Churchill,39.5809,-118.3358
Luna,32.1823,-107.7499
Salem,37.2864,-80.0554
Macon,36.532,-86.0073
Lyon,44.4135,-95.839
Iosco,44.3559,-83.6359
Adair,40.1906,-92.6007
Todd,46.0706,-94.8976
Posey,38.0218,-87.8685
Otsego,45.0214,-84.599
Lauderdale,35.7605,-89.6305
Grant,38.6488,-84.6246
Milam,30.7863,-96.9768
Cherokee,34.1759,-85.6038
Manistee,44.333,-86.0568
Washington,30.6106,-85.6653
Bremer,42.7746,-92.3181
Hickman,35.8032,-87.4733
Crook,44.1422,-120.3566
Cleburne,35.5382,-92.0267
Prentiss,34.6183,-88.5201
Routt,40.4852,-106.9913
Goochland,37.7221,-77.9158
Chattooga,34.475,-85.3453
Union,34.8341,-83.9907
Barbour,31.8696,-85.3932
Audrain,39.2157,-91.8416
Cassia,42.2839,-113.6001
Miller,38.2145,-92.4284
Uvalde,29.3573,-99.7622
Texas,37.3173,-91.9651
Jackson,34.588,-99.4148
Teller,38.8824,-105.1617
Yates,42.6335,-77.1055
Somerset,38.1158,-75.7518
Waushara,44.1131,-89.2429
Jefferson,44.6294,-121.1761
Randolph,39.4401,-92.4971
White,40.7498,-86.8655
Nicholas,38.2917,-80.7994
Randolph,40.1576,-85.0114
Fayette,29.8768,-96.9198
Rowan,38.1963,-83.4211
George,30.8626,-88.644
Jerome,42.6899,-114.2639
Scott,38.6851,-85.7475
Abbeville,34.2226,-82.4593
Marion,31.2308,-89.8224
Burke,33.0611,-82.0007
Lincoln,37.4554,-84.6608
Tattnall,32.0458,-82.0581
Blaine,43.4119,-113.9802
Bell,36.7306,-83.6741
Fairfax,38.8531,-77.2998
Shelby,31.7924,-94.145
Aransas,28.1254,-96.9933
Dawson,40.8699,-99.8196
Hood River,45.519,-121.6511
Itawamba,34.28,-88.3613
Upshur,38.8978,-80.2334
Anderson,38.0039,-84.991
Ohio,37.4782,-86.8489
Iowa,43.0005,-90.1354
Page,38.6194,-78.4844
Saline,37.7531,-88.5407
Antrim,44.9991,-85.1402
Winston,34.1492,-87.3737
Grainger,36.2763,-83.5096
Seminole,35.1675,-96.6155
Washington,37.9617,-90.8774
Roscommon,44.3356,-84.6116
Juniata,40.5311,-77.4022
Franklin,34.3754,-83.2291
Mingo,37.7264,-82.1347
Menominee,45.5801,-87.5566
Curry,42.4576,-124.1568
Pacific,46.5556,-123.7039
Fayette,39.64,-85.1788
McDonald,36.6287,-94.3483
Meeker,45.1231,-94.5274
Teton,43.9346,-110.5898
Yankton,43.009,-97.3948
Starke,41.2809,-86.6476
Plaquemines,29.4406,-89.61
New Kent,37.5052,-76.9974
Hampshire,39.3171,-78.6141
Saline,39.1368,-93.2018
Vilas,46.0529,-89.5148
St. Francis,35.022,-90.7478
Ray,39.3523,-93.9899
Clarke,31.6767,-87.8308
Hopewell,37.2915,-77.2985
Crawford,37.9764,-91.3039
Osceola,43.9898,-85.3252
Poinsett,35.574,-90.663
Emanuel,32.5897,-82.3017
Franklin,39.4149,-85.0602
Allen,30.653,-92.828
Klickitat,45.8738,-120.7891
Caswell,36.3932,-79.3335
Columbia,33.2143,-93.2273
Rockbridge,37.8145,-79.4473
Mercer,37.811,-84.8745
Johnson,37.8466,-82.8315
Ouachita,33.5934,-92.8819
Overton,36.345,-85.2881
Panola,32.1624,-94.3056
Washington,41.3356,-91.7179
Sumner,37.2373,-97.4765
Leelanau,44.9385,-85.812
Saunders,41.2264,-96.6374
Asotin,46.1918,-117.203
Brooke,40.2739,-80.5764
Waynesboro,38.0674,-78.9014
Beckham,35.2687,-99.682
Lee,36.7054,-83.1286
Bibb,32.9986,-87.1265
Meigs,39.0822,-82.0228
Limestone,31.5455,-96.5805
Sabine,31.564,-93.5547
Putnam,33.3218,-83.3728
Anson,34.9738,-80.1027
Nobles,43.6742,-95.7534
Grant,31.5997,-92.5595
Randolph,33.2938,-85.4591
Houston,31.3177,-95.4227
Henry,38.3852,-93.7928
Mahaska,41.3352,-92.6409
Martin,35.8432,-77.1092
Seward,37.1933,-100.8513
Jo Daviess,42.3658,-90.2126
Prince Edward,37.2243,-78.4411
Scott,36.4285,-84.5035
Lampasas,31.1962,-98.2415
Wyandot,40.8424,-83.3044
Colusa,39.1775,-122.237
Tippah,34.7684,-88.9089
McDuffie,33.4828,-82.4814
Boone,38.023,-81.7112
Sevier,38.7477,-111.8046
Gage,40.2619,-96.6894
Llano,30.7058,-98.6841
Mitchell,31.2253,-84.1943
Hertford,36.3591,-76.982
Minidoka,42.8543,-113.6375
Stutsman,46.9793,-98.9588
Scott,36.7143,-82.6029
Gaines,32.7408,-102.6352
Hockley,33.6076,-102.3432
Letcher,37.1212,-82.8553
Hubbard,47.1086,-94.9166
Grenada,33.7699,-89.8019
Clark,34.051,-93.1764
Fayette,39.0002,-89.0241
Jersey,39.0855,-90.3565
Wabasha,44.2843,-92.2303
Taylor,30.047,-83.6035
Madison,35.858,-82.7058
Owen,39.3128,-86.8377
Leake,32.7535,-89.524
Dakota,42.3911,-96.5645
Logan,40.7247,-103.1101
Moore,35.8377,-101.893
Newton,32.4002,-89.1188
